algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,scale
Greedy Search,100904,500000,True,1.00,64,207.37,8288.50,0.90
Greedy Search,100904,250000,True,1.00,73,115.61,4144.25,0.90
Greedy Search,100904,125000,True,1.00,71,56.40,2072.12,0.90
Greedy Search,100904,62500,True,1.00,66,26.37,1036.06,0.90
Greedy Search,100904,31250,True,1.00,77,15.19,518.03,0.90
Greedy Search,100904,15625,False,0.66,200,18.51,259.02,0.90
Greedy Search,100904,23438,False,0.86,200,28.37,388.53,0.90
Greedy Search,100904,27344,True,1.00,61,10.73,453.28,0.90
Greedy Search,100904,25391,True,1.00,73,11.64,420.91,0.90
Greedy Search,100904,24415,False,0.92,200,29.12,404.73,0.90
Greedy Search,100904,24903,True,1.00,76,11.90,412.82,0.90
Greedy Search,100904,24659,False,0.91,200,29.54,408.77,0.90
Greedy Search,100904,24781,False,0.92,200,29.60,410.79,0.90
Greedy Search,100904,24842,True,1.00,86,13.17,411.81,0.90
Greedy Search,100904,24812,True,1.00,136,20.19,411.31,0.90
Greedy Search,100904,24797,False,0.92,200,29.52,411.06,0.90
Greedy Search,100904,24805,True,1.00,74,11.51,411.19,0.90
Greedy Search,100904,24801,False,0.96,200,29.35,411.13,0.90
Greedy Search,100904,24803,True,1.00,74,11.50,411.16,0.90
Greedy Search,100904,24802,False,0.93,200,29.59,411.14,0.90
Greedy Search,101000,1000000,True,1.00,62,432.86,16546.00,1.00
Greedy Search,101000,500000,True,1.00,64,216.35,8273.00,1.00
Greedy Search,101000,250000,True,1.00,71,116.66,4136.50,1.00
Greedy Search,101000,125000,True,1.00,57,47.87,2068.25,1.00
Greedy Search,101000,62500,True,1.00,65,26.82,1034.12,1.00
Greedy Search,101000,31250,True,1.00,82,16.48,517.06,1.00
Greedy Search,101000,15625,False,0.64,200,19.16,258.53,1.00
Greedy Search,101000,23438,False,0.86,200,29.41,387.81,1.00
Greedy Search,101000,27344,True,1.00,75,13.30,452.43,1.00
Greedy Search,101000,25391,False,0.92,200,31.42,420.12,1.00
Greedy Search,101000,26368,True,1.00,84,14.24,436.28,1.00
Greedy Search,101000,25880,True,1.00,77,12.92,428.21,1.00
Greedy Search,101000,25636,False,0.92,200,31.57,424.17,1.00
Greedy Search,101000,25758,True,1.00,114,18.36,426.19,1.00
Greedy Search,101000,25697,False,0.95,200,31.40,425.18,1.00
Greedy Search,101000,25728,False,0.92,200,31.86,425.70,1.00
Greedy Search,101000,25743,True,1.00,171,27.00,425.94,1.00
Greedy Search,101000,25736,True,1.00,80,13.27,425.83,1.00
Greedy Search,101000,25732,True,1.00,108,17.54,425.76,1.00
Greedy Search,101000,25730,False,0.96,200,31.47,425.73,1.00
Greedy Search,101000,25731,True,1.00,71,11.94,425.75,1.00
Greedy Search,101001,1000000,True,1.00,71,481.42,16576.00,1.00
Greedy Search,101001,500000,True,1.00,71,233.81,8288.00,1.00
Greedy Search,101001,250000,True,1.00,72,116.40,4144.00,1.00
Greedy Search,101001,125000,True,1.00,71,56.88,2072.00,1.00
Greedy Search,101001,62500,True,1.00,67,27.09,1036.00,1.00
Greedy Search,101001,31250,True,1.00,69,13.98,518.00,1.00
Greedy Search,101001,15625,False,0.63,200,18.94,259.00,1.00
Greedy Search,101001,23438,False,0.86,200,28.81,388.51,1.00
Greedy Search,101001,27344,False,0.94,200,33.34,453.25,1.00
Greedy Search,101001,29297,True,1.00,74,14.04,485.63,1.00
Greedy Search,101001,28321,True,1.00,63,11.73,469.45,1.00
Greedy Search,101001,27833,True,1.00,105,18.42,461.36,1.00
Greedy Search,101001,27589,True,1.00,108,18.67,457.32,1.00
Greedy Search,101001,27467,True,1.00,75,13.30,455.29,1.00
Greedy Search,101001,27406,False,0.93,200,33.60,454.28,1.00
Greedy Search,101001,27437,True,1.00,78,13.71,454.80,1.00
Greedy Search,101001,27422,False,0.92,200,33.73,454.55,1.00
Greedy Search,101001,27430,True,1.00,74,13.13,454.68,1.00
Greedy Search,101001,27426,True,1.00,65,11.76,454.61,1.00
Greedy Search,101001,27424,True,1.00,72,12.91,454.58,1.00
Greedy Search,101001,27423,True,1.00,72,12.84,454.56,1.00
Greedy Search,101002,1000000,True,1.00,71,472.96,16575.00,1.00
Greedy Search,101002,500000,True,1.00,74,236.06,8287.50,1.00
Greedy Search,101002,250000,True,1.00,62,100.48,4143.75,1.00
Greedy Search,101002,125000,True,1.00,67,53.93,2071.88,1.00
Greedy Search,101002,62500,True,1.00,66,26.70,1035.94,1.00
Greedy Search,101002,31250,True,1.00,72,14.45,517.97,1.00
Greedy Search,101002,15625,False,0.66,200,18.98,258.98,1.00
Greedy Search,101002,23438,False,0.87,200,28.83,388.48,1.00
Greedy Search,101002,27344,True,1.00,72,12.68,453.23,1.00
Greedy Search,101002,25391,True,1.00,156,24.03,420.86,1.00
Greedy Search,101002,24415,False,0.90,200,29.99,404.68,1.00
Greedy Search,101002,24903,False,0.91,200,30.53,412.77,1.00
Greedy Search,101002,25147,True,1.00,188,28.54,416.81,1.00
Greedy Search,101002,25025,False,0.89,200,30.82,414.79,1.00
Greedy Search,101002,25086,False,0.93,200,30.79,415.80,1.00
Greedy Search,101002,25117,False,0.89,200,30.90,416.31,1.00
Greedy Search,101002,25132,False,0.92,200,30.75,416.56,1.00
Greedy Search,101002,25140,False,0.88,200,31.09,416.70,1.00
Greedy Search,101002,25144,False,0.91,200,30.84,416.76,1.00
Greedy Search,101002,25146,False,0.91,200,30.78,416.79,1.00
Greedy Search,101003,1000000,True,1.00,81,536.29,16531.00,1.00
Greedy Search,101003,500000,True,1.00,72,234.18,8265.50,1.00
Greedy Search,101003,250000,True,1.00,82,130.15,4132.75,1.00
Greedy Search,101003,125000,True,1.00,67,54.75,2066.38,1.00
Greedy Search,101003,62500,True,1.00,66,27.03,1033.19,1.00
Greedy Search,101003,31250,True,1.00,74,14.94,516.59,1.00
Greedy Search,101003,15625,False,0.66,200,19.15,258.30,1.00
Greedy Search,101003,23438,False,0.89,200,29.06,387.45,1.00
Greedy Search,101003,27344,True,1.00,77,13.54,452.02,1.00
Greedy Search,101003,25391,True,1.00,78,12.74,419.74,1.00
Greedy Search,101003,24415,False,0.92,200,29.99,403.60,1.00
Greedy Search,101003,24903,False,0.93,200,30.47,411.67,1.00
Greedy Search,101003,25147,False,0.94,200,30.61,415.71,1.00
Greedy Search,101003,25269,True,1.00,93,14.88,417.72,1.00
Greedy Search,101003,25208,False,0.90,200,31.15,416.71,1.00
Greedy Search,101003,25239,False,0.96,200,30.58,417.23,1.00
Greedy Search,101003,25254,True,1.00,191,29.26,417.47,1.00
Greedy Search,101003,25247,True,1.00,128,19.96,417.36,1.00
Greedy Search,101003,25243,False,0.94,200,30.55,417.29,1.00
Greedy Search,101003,25245,True,1.00,92,14.64,417.33,1.00
Greedy Search,101003,25244,False,0.92,200,30.72,417.31,1.00
Greedy Search,101004,1000000,True,1.00,79,523.88,16528.00,1.00
Greedy Search,101004,500000,True,1.00,73,233.94,8264.00,1.00
Greedy Search,101004,250000,True,1.00,61,98.91,4132.00,1.00
Greedy Search,101004,125000,True,1.00,63,50.87,2066.00,1.00
Greedy Search,101004,62500,True,1.00,65,26.17,1033.00,1.00
Greedy Search,101004,31250,True,1.00,72,14.45,516.50,1.00
Greedy Search,101004,15625,False,0.65,200,18.88,258.25,1.00
Greedy Search,101004,23438,False,0.86,200,28.78,387.38,1.00
Greedy Search,101004,27344,True,1.00,107,18.13,451.94,1.00
Greedy Search,101004,25391,False,0.87,200,31.02,419.66,1.00
Greedy Search,101004,26368,False,0.95,200,31.77,435.81,1.00
Greedy Search,101004,26856,True,1.00,92,15.53,443.88,1.00
Greedy Search,101004,26612,True,1.00,84,14.17,439.84,1.00
Greedy Search,101004,26490,True,1.00,194,30.85,437.83,1.00
Greedy Search,101004,26429,True,1.00,73,12.35,436.82,1.00
Greedy Search,101004,26399,False,0.95,200,31.96,436.32,1.00
Greedy Search,101004,26414,True,1.00,121,19.72,436.57,1.00
Greedy Search,101004,26407,False,0.94,200,31.98,436.45,1.00
Greedy Search,101004,26411,False,0.95,200,31.86,436.52,1.00
Greedy Search,101004,26413,False,0.94,200,31.99,436.55,1.00
Greedy Search,101100,1000000,True,1.00,60,432.73,16451.00,1.10
Greedy Search,101100,500000,True,1.00,73,251.24,8225.50,1.10
Greedy Search,101100,250000,True,1.00,73,122.89,4112.75,1.10
Greedy Search,101100,125000,True,1.00,74,61.43,2056.38,1.10
Greedy Search,101100,62500,True,1.00,72,29.71,1028.19,1.10
Greedy Search,101100,31250,True,1.00,74,15.37,514.09,1.10
Greedy Search,101100,15625,False,0.62,200,19.80,257.05,1.10
Greedy Search,101100,23438,False,0.82,200,29.85,385.58,1.10
Greedy Search,101100,27344,False,0.92,200,34.47,449.84,1.10
Greedy Search,101100,29297,True,1.00,71,13.73,481.96,1.10
Greedy Search,101100,28321,False,0.96,200,35.10,465.91,1.10
Greedy Search,101100,28809,True,1.00,77,14.56,473.94,1.10
Greedy Search,101100,28565,False,0.96,200,35.37,469.92,1.10
Greedy Search,101100,28687,True,1.00,72,13.69,471.93,1.10
Greedy Search,101100,28626,False,0.96,200,35.25,470.93,1.10
Greedy Search,101100,28657,True,1.00,74,14.08,471.44,1.10
Greedy Search,101100,28642,False,0.95,200,35.68,471.19,1.10
Greedy Search,101100,28650,True,1.00,70,13.35,471.32,1.10
Greedy Search,101100,28646,True,1.00,72,13.64,471.26,1.10
Greedy Search,101100,28644,True,1.00,73,13.76,471.22,1.10
Greedy Search,101100,28643,True,1.00,81,15.06,471.21,1.10
Greedy Search,101101,1000000,True,1.00,75,524.52,16494.00,1.10
Greedy Search,101101,500000,True,1.00,60,209.87,8247.00,1.10
Greedy Search,101101,250000,True,1.00,60,102.37,4123.50,1.10
Greedy Search,101101,125000,True,1.00,74,61.18,2061.75,1.10
Greedy Search,101101,62500,True,1.00,68,28.43,1030.88,1.10
Greedy Search,101101,31250,True,1.00,65,13.98,515.44,1.10
Greedy Search,101101,15625,False,0.63,200,19.43,257.72,1.10
Greedy Search,101101,23438,False,0.78,200,29.86,386.59,1.10
Greedy Search,101101,27344,False,0.87,200,34.76,451.01,1.10
Greedy Search,101101,29297,False,0.93,200,36.88,483.22,1.10
Greedy Search,101101,30274,False,0.93,200,38.14,499.34,1.10
Greedy Search,101101,30762,True,1.00,109,21.52,507.39,1.10
Greedy Search,101101,30518,True,1.00,74,15.08,503.36,1.10
Greedy Search,101101,30396,False,0.92,200,38.45,501.35,1.10
Greedy Search,101101,30457,False,0.94,200,38.29,502.36,1.10
Greedy Search,101101,30488,True,1.00,76,15.32,502.87,1.10
Greedy Search,101101,30473,True,1.00,75,15.13,502.62,1.10
Greedy Search,101101,30465,True,1.00,70,14.29,502.49,1.10
Greedy Search,101101,30461,True,1.00,70,14.28,502.42,1.10
Greedy Search,101101,30459,True,1.00,163,31.22,502.39,1.10
Greedy Search,101101,30458,True,1.00,106,20.91,502.37,1.10
Greedy Search,101102,1000000,True,1.00,72,492.28,16442.00,1.10
Greedy Search,101102,500000,True,1.00,77,253.61,8221.00,1.10
Greedy Search,101102,250000,True,1.00,68,113.27,4110.50,1.10
Greedy Search,101102,125000,True,1.00,62,52.34,2055.25,1.10
Greedy Search,101102,62500,True,1.00,80,32.64,1027.62,1.10
Greedy Search,101102,31250,True,1.00,71,14.80,513.81,1.10
Greedy Search,101102,15625,False,0.62,200,19.64,256.91,1.10
Greedy Search,101102,23438,False,0.81,200,29.86,385.37,1.10
Greedy Search,101102,27344,False,0.89,200,34.80,449.59,1.10
Greedy Search,101102,29297,False,0.94,200,36.79,481.70,1.10
Greedy Search,101102,30274,True,1.00,104,20.38,497.77,1.10
Greedy Search,101102,29786,True,1.00,76,14.99,489.74,1.10
Greedy Search,101102,29542,False,0.94,200,36.96,485.73,1.10
Greedy Search,101102,29664,True,1.00,80,15.60,487.74,1.10
Greedy Search,101102,29603,False,0.95,200,36.78,486.73,1.10
Greedy Search,101102,29634,False,0.94,200,36.85,487.24,1.10
Greedy Search,101102,29649,False,0.96,200,36.73,487.49,1.10
Greedy Search,101102,29657,True,1.00,77,15.10,487.62,1.10
Greedy Search,101102,29653,True,1.00,120,22.49,487.55,1.10
Greedy Search,101102,29651,True,1.00,162,30.06,487.52,1.10
Greedy Search,101102,29650,True,1.00,74,14.62,487.51,1.10
Greedy Search,101103,1000000,True,1.00,63,442.33,16473.00,1.10
Greedy Search,101103,500000,True,1.00,82,271.46,8236.50,1.10
Greedy Search,101103,250000,True,1.00,72,120.99,4118.25,1.10
Greedy Search,101103,125000,True,1.00,63,53.46,2059.12,1.10
Greedy Search,101103,62500,True,1.00,72,30.13,1029.56,1.10
Greedy Search,101103,31250,True,1.00,63,13.44,514.78,1.10
Greedy Search,101103,15625,False,0.63,200,19.64,257.39,1.10
Greedy Search,101103,23438,False,0.80,200,30.10,386.09,1.10
Greedy Search,101103,27344,False,0.90,200,35.06,450.44,1.10
Greedy Search,101103,29297,False,0.94,200,36.88,482.61,1.10
Greedy Search,101103,30274,True,1.00,75,15.11,498.70,1.10
Greedy Search,101103,29786,False,0.94,200,37.25,490.66,1.10
Greedy Search,101103,30030,False,0.95,200,37.55,494.68,1.10
Greedy Search,101103,30152,False,0.93,200,38.20,496.69,1.10
Greedy Search,101103,30213,False,0.95,200,37.90,497.70,1.10
Greedy Search,101103,30244,False,0.94,200,38.04,498.21,1.10
Greedy Search,101103,30259,False,0.93,200,38.07,498.46,1.10
Greedy Search,101103,30267,False,0.94,200,37.72,498.59,1.10
Greedy Search,101103,30271,False,0.95,200,37.62,498.65,1.10
Greedy Search,101103,30273,False,0.95,200,37.39,498.69,1.10
Greedy Search,101104,1000000,True,1.00,66,461.34,16466.00,1.10
Greedy Search,101104,500000,True,1.00,73,245.24,8233.00,1.10
Greedy Search,101104,250000,True,1.00,73,121.51,4116.50,1.10
Greedy Search,101104,125000,True,1.00,78,64.79,2058.25,1.10
Greedy Search,101104,62500,True,1.00,54,22.94,1029.12,1.10
Greedy Search,101104,31250,True,1.00,73,15.15,514.56,1.10
Greedy Search,101104,15625,False,0.65,200,19.68,257.28,1.10
Greedy Search,101104,23438,False,0.80,200,30.03,385.93,1.10
Greedy Search,101104,27344,False,0.88,200,34.49,450.25,1.10
Greedy Search,101104,29297,False,0.96,200,36.23,482.40,1.10
Greedy Search,101104,30274,False,0.96,200,37.46,498.49,1.10
Greedy Search,101104,30762,False,0.94,200,37.99,506.53,1.10
Greedy Search,101104,31006,False,0.93,200,38.50,510.54,1.10
Greedy Search,101104,31128,True,1.00,106,20.97,512.55,1.10
Greedy Search,101104,31067,True,1.00,129,25.05,511.55,1.10
Greedy Search,101104,31037,True,1.00,91,18.22,511.06,1.10
Greedy Search,101104,31022,True,1.00,83,16.65,510.81,1.10
Greedy Search,101104,31014,True,1.00,80,16.12,510.68,1.10
Greedy Search,101104,31010,True,1.00,65,13.49,510.61,1.10
Greedy Search,101104,31008,True,1.00,113,22.25,510.58,1.10
Greedy Search,101104,31007,True,1.00,157,30.08,510.56,1.10
Greedy Search,101200,1000000,True,1.00,73,521.14,16438.00,1.20
Greedy Search,101200,500000,True,1.00,56,202.63,8219.00,1.20
Greedy Search,101200,250000,True,1.00,63,110.81,4109.50,1.20
Greedy Search,101200,125000,True,1.00,73,62.69,2054.75,1.20
Greedy Search,101200,62500,True,1.00,70,30.02,1027.38,1.20
Greedy Search,101200,31250,True,1.00,77,16.45,513.69,1.20
Greedy Search,101200,15625,False,0.59,200,20.34,256.84,1.20
Greedy Search,101200,23438,False,0.77,200,31.04,385.27,1.20
Greedy Search,101200,27344,False,0.83,200,36.73,449.48,1.20
Greedy Search,101200,29297,False,0.88,200,39.02,481.58,1.20
Greedy Search,101200,30274,False,0.93,200,39.79,497.64,1.20
Greedy Search,101200,30762,True,1.00,151,30.42,505.67,1.20
Greedy Search,101200,30518,False,0.96,200,39.41,501.65,1.20
Greedy Search,101200,30640,False,0.95,200,39.98,503.66,1.20
Greedy Search,101200,30701,False,0.95,200,39.67,504.66,1.20
Greedy Search,101200,30732,False,0.96,200,39.80,505.17,1.20
Greedy Search,101200,30747,True,1.00,181,36.06,505.42,1.20
Greedy Search,101200,30740,False,0.95,200,39.84,505.30,1.20
Greedy Search,101200,30744,False,0.93,200,40.07,505.37,1.20
Greedy Search,101200,30746,False,0.93,200,40.07,505.40,1.20
Greedy Search,101201,1000000,True,1.00,76,549.37,16371.00,1.20
Greedy Search,101201,500000,True,1.00,58,211.01,8185.50,1.20
Greedy Search,101201,250000,True,1.00,55,98.34,4092.75,1.20
Greedy Search,101201,125000,True,1.00,54,48.32,2046.38,1.20
Greedy Search,101201,62500,True,1.00,75,32.33,1023.19,1.20
Greedy Search,101201,31250,True,1.00,125,26.01,511.59,1.20
Greedy Search,101201,15625,False,0.63,200,20.39,255.80,1.20
Greedy Search,101201,23438,False,0.81,200,31.21,383.70,1.20
Greedy Search,101201,27344,False,0.90,200,36.32,447.65,1.20
Greedy Search,101201,29297,False,0.91,200,39.12,479.62,1.20
Greedy Search,101201,30274,False,0.94,200,39.83,495.62,1.20
Greedy Search,101201,30762,False,0.95,200,40.81,503.60,1.20
Greedy Search,101201,31006,False,0.94,200,40.85,507.60,1.20
Greedy Search,101201,31128,True,1.00,69,15.04,509.60,1.20
Greedy Search,101201,31067,True,1.00,73,15.75,508.60,1.20
Greedy Search,101201,31037,True,1.00,64,14.09,508.11,1.20
Greedy Search,101201,31022,False,0.96,200,40.56,507.86,1.20
Greedy Search,101201,31030,True,1.00,70,15.28,507.99,1.20
Greedy Search,101201,31026,False,0.95,200,40.75,507.93,1.20
Greedy Search,101201,31028,True,1.00,144,29.63,507.96,1.20
Greedy Search,101201,31027,False,0.95,200,40.95,507.94,1.20
Greedy Search,101202,1000000,True,1.00,62,448.57,16361.00,1.20
Greedy Search,101202,500000,True,1.00,74,255.27,8180.50,1.20
Greedy Search,101202,250000,True,1.00,71,122.47,4090.25,1.20
Greedy Search,101202,125000,True,1.00,74,63.44,2045.12,1.20
Greedy Search,101202,62500,True,1.00,73,31.32,1022.56,1.20
Greedy Search,101202,31250,False,0.92,200,40.60,511.28,1.20
Greedy Search,101202,46875,True,1.00,73,23.41,766.92,1.20
Greedy Search,101202,39063,True,1.00,65,17.55,639.11,1.20
Greedy Search,101202,35157,True,1.00,73,17.59,575.20,1.20
Greedy Search,101202,33204,True,1.00,85,19.10,543.25,1.20
Greedy Search,101202,32227,False,0.91,200,42.01,527.27,1.20
Greedy Search,101202,32716,True,1.00,100,21.82,535.27,1.20
Greedy Search,101202,32472,True,1.00,107,23.04,531.27,1.20
Greedy Search,101202,32350,True,1.00,135,28.57,529.28,1.20
Greedy Search,101202,32289,True,1.00,107,22.92,528.28,1.20
Greedy Search,101202,32258,True,1.00,118,25.10,527.77,1.20
Greedy Search,101202,32243,True,1.00,153,32.05,527.53,1.20
Greedy Search,101202,32235,False,0.95,200,41.50,527.40,1.20
Greedy Search,101202,32239,False,0.95,200,41.91,527.46,1.20
Greedy Search,101202,32241,True,1.00,128,27.16,527.50,1.20
Greedy Search,101202,32240,True,1.00,118,25.15,527.48,1.20
Greedy Search,101203,1000000,True,1.00,75,527.23,16448.00,1.20
Greedy Search,101203,500000,True,1.00,72,246.80,8224.00,1.20
Greedy Search,101203,250000,True,1.00,74,126.16,4112.00,1.20
Greedy Search,101203,125000,True,1.00,62,54.10,2056.00,1.20
Greedy Search,101203,62500,True,1.00,65,28.20,1028.00,1.20
Greedy Search,101203,31250,True,1.00,108,22.59,514.00,1.20
Greedy Search,101203,15625,False,0.61,200,20.39,257.00,1.20
Greedy Search,101203,23438,False,0.80,200,31.81,385.51,1.20
Greedy Search,101203,27344,False,0.85,200,37.50,449.75,1.20
Greedy Search,101203,29297,False,0.87,200,39.60,481.88,1.20
Greedy Search,101203,30274,False,0.88,200,41.09,497.95,1.20
Greedy Search,101203,30762,False,0.91,200,41.52,505.97,1.20
Greedy Search,101203,31006,True,1.00,131,27.39,509.99,1.20
Greedy Search,101203,30884,False,0.93,200,41.48,507.98,1.20
Greedy Search,101203,30945,True,1.00,68,15.10,508.98,1.20
Greedy Search,101203,30915,False,0.92,200,41.40,508.49,1.20
Greedy Search,101203,30930,False,0.92,200,41.59,508.74,1.20
Greedy Search,101203,30938,True,1.00,164,33.71,508.87,1.20
Greedy Search,101203,30934,True,1.00,91,19.43,508.80,1.20
Greedy Search,101203,30932,False,0.89,200,41.73,508.77,1.20
Greedy Search,101203,30933,True,1.00,128,26.52,508.79,1.20
Greedy Search,101204,1000000,True,1.00,73,519.12,16361.00,1.20
Greedy Search,101204,500000,True,1.00,70,241.33,8180.50,1.20
Greedy Search,101204,250000,True,1.00,74,126.22,4090.25,1.20
Greedy Search,101204,125000,True,1.00,74,63.17,2045.12,1.20
Greedy Search,101204,62500,True,1.00,76,32.46,1022.56,1.20
Greedy Search,101204,31250,False,0.93,200,41.04,511.28,1.20
Greedy Search,101204,46875,True,1.00,60,19.86,766.92,1.20
Greedy Search,101204,39063,True,1.00,77,20.65,639.11,1.20
Greedy Search,101204,35157,True,1.00,68,16.88,575.20,1.20
Greedy Search,101204,33204,False,0.95,200,44.22,543.25,1.20
Greedy Search,101204,34181,True,1.00,76,18.42,559.24,1.20
Greedy Search,101204,33693,True,1.00,100,23.27,551.25,1.20
Greedy Search,101204,33449,True,1.00,77,18.19,547.26,1.20
Greedy Search,101204,33327,True,1.00,84,19.57,545.26,1.20
Greedy Search,101204,33266,True,1.00,80,18.73,544.27,1.20
Greedy Search,101204,33235,True,1.00,71,16.81,543.76,1.20
Greedy Search,101204,33220,True,1.00,76,17.84,543.51,1.20
Greedy Search,101204,33212,True,1.00,117,26.46,543.38,1.20
Greedy Search,101204,33208,False,0.95,200,44.20,543.32,1.20
Greedy Search,101204,33210,True,1.00,79,18.52,543.35,1.20
Greedy Search,101204,33209,True,1.00,90,20.81,543.33,1.20
Greedy Search,101300,1000000,True,1.00,73,539.43,16324.00,1.30
Greedy Search,101300,500000,True,1.00,76,271.85,8162.00,1.30
Greedy Search,101300,250000,True,1.00,83,145.71,4081.00,1.30
Greedy Search,101300,125000,True,1.00,73,65.80,2040.50,1.30
Greedy Search,101300,62500,True,1.00,88,39.23,1020.25,1.30
Greedy Search,101300,31250,False,0.87,200,43.26,510.12,1.30
Greedy Search,101300,46875,True,1.00,62,21.44,765.19,1.30
Greedy Search,101300,39063,True,1.00,62,17.90,637.66,1.30
Greedy Search,101300,35157,True,1.00,177,42.86,573.90,1.30
Greedy Search,101300,33204,False,0.90,200,45.75,542.02,1.30
Greedy Search,101300,34181,False,0.91,200,47.57,557.97,1.30
Greedy Search,101300,34669,False,0.94,200,47.46,565.94,1.30
Greedy Search,101300,34913,False,0.95,200,47.86,569.92,1.30
Greedy Search,101300,35035,True,1.00,79,19.89,571.91,1.30
Greedy Search,101300,34974,True,1.00,78,19.75,570.92,1.30
Greedy Search,101300,34944,True,1.00,129,31.56,570.43,1.30
Greedy Search,101300,34929,True,1.00,78,19.71,570.18,1.30
Greedy Search,101300,34921,False,0.94,200,47.91,570.05,1.30
Greedy Search,101300,34925,True,1.00,81,20.32,570.12,1.30
Greedy Search,101300,34923,True,1.00,78,19.66,570.08,1.30
Greedy Search,101300,34922,False,0.95,200,47.97,570.07,1.30
Greedy Search,101301,1000000,True,1.00,78,582.93,16323.00,1.30
Greedy Search,101301,500000,True,1.00,63,233.58,8161.50,1.30
Greedy Search,101301,250000,True,1.00,67,120.32,4080.75,1.30
Greedy Search,101301,125000,True,1.00,95,82.20,2040.38,1.30
Greedy Search,101301,62500,True,1.00,74,33.01,1020.19,1.30
Greedy Search,101301,31250,False,0.84,200,43.17,510.09,1.30
Greedy Search,101301,46875,True,1.00,64,21.84,765.14,1.30
Greedy Search,101301,39063,True,1.00,74,20.80,637.63,1.30
Greedy Search,101301,35157,False,0.92,200,47.83,573.87,1.30
Greedy Search,101301,37110,True,1.00,149,37.74,605.75,1.30
Greedy Search,101301,36134,False,0.94,200,48.91,589.82,1.30
Greedy Search,101301,36622,False,0.94,200,49.62,597.78,1.30
Greedy Search,101301,36866,False,0.94,200,50.12,601.76,1.30
Greedy Search,101301,36988,True,1.00,184,46.19,603.76,1.30
Greedy Search,101301,36927,False,0.95,200,50.13,602.76,1.30
Greedy Search,101301,36958,False,0.94,200,49.82,603.27,1.30
Greedy Search,101301,36973,True,1.00,170,42.58,603.51,1.30
Greedy Search,101301,36966,True,1.00,65,17.65,603.40,1.30
Greedy Search,101301,36962,False,0.91,200,50.48,603.33,1.30
Greedy Search,101301,36964,False,0.94,200,50.08,603.36,1.30
Greedy Search,101301,36965,False,0.93,200,50.39,603.38,1.30
Greedy Search,101302,1000000,True,1.00,74,539.16,16301.00,1.30
Greedy Search,101302,500000,True,1.00,77,273.11,8150.50,1.30
Greedy Search,101302,250000,True,1.00,62,112.67,4075.25,1.30
Greedy Search,101302,125000,True,1.00,70,62.88,2037.62,1.30
Greedy Search,101302,62500,True,1.00,66,29.79,1018.81,1.30
Greedy Search,101302,31250,False,0.90,200,42.82,509.41,1.30
Greedy Search,101302,46875,True,1.00,75,25.11,764.11,1.30
Greedy Search,101302,39063,True,1.00,83,23.01,636.77,1.30
Greedy Search,101302,35157,False,0.95,200,47.99,573.09,1.30
Greedy Search,101302,37110,True,1.00,66,17.82,604.93,1.30
Greedy Search,101302,36134,False,0.94,200,49.13,589.02,1.30
Greedy Search,101302,36622,True,1.00,93,23.98,596.98,1.30
Greedy Search,101302,36378,True,1.00,148,36.69,593.00,1.30
Greedy Search,101302,36256,True,1.00,159,38.96,591.01,1.30
Greedy Search,101302,36195,True,1.00,131,32.41,590.01,1.30
Greedy Search,101302,36165,True,1.00,105,26.39,589.53,1.30
Greedy Search,101302,36150,True,1.00,145,35.72,589.28,1.30
Greedy Search,101302,36142,False,0.95,200,49.00,589.15,1.30
Greedy Search,101302,36146,False,0.95,200,48.63,589.22,1.30
Greedy Search,101302,36148,True,1.00,88,22.51,589.25,1.30
Greedy Search,101302,36147,True,1.00,144,35.44,589.23,1.30
Greedy Search,101303,1000000,True,1.00,72,537.33,16274.00,1.30
Greedy Search,101303,500000,True,1.00,74,269.13,8137.00,1.30
Greedy Search,101303,250000,True,1.00,70,126.85,4068.50,1.30
Greedy Search,101303,125000,True,1.00,72,65.20,2034.25,1.30
Greedy Search,101303,62500,True,1.00,66,30.17,1017.12,1.30
Greedy Search,101303,31250,False,0.90,200,43.57,508.56,1.30
Greedy Search,101303,46875,True,1.00,73,24.85,762.84,1.30
Greedy Search,101303,39063,True,1.00,72,20.57,635.71,1.30
Greedy Search,101303,35157,True,1.00,75,19.31,572.15,1.30
Greedy Search,101303,33204,False,0.93,200,46.07,540.36,1.30
Greedy Search,101303,34181,False,0.95,200,47.22,556.26,1.30
Greedy Search,101303,34669,False,0.95,200,47.62,564.20,1.30
Greedy Search,101303,34913,False,0.94,200,48.03,568.17,1.30
Greedy Search,101303,35035,False,0.96,200,47.49,570.16,1.30
Greedy Search,101303,35096,True,1.00,74,18.88,571.15,1.30
Greedy Search,101303,35066,True,1.00,70,17.90,570.66,1.30
Greedy Search,101303,35051,True,1.00,130,31.67,570.42,1.30
Greedy Search,101303,35043,True,1.00,65,16.77,570.29,1.30
Greedy Search,101303,35039,True,1.00,77,19.48,570.22,1.30
Greedy Search,101303,35037,False,0.96,200,47.50,570.19,1.30
Greedy Search,101303,35038,True,1.00,140,33.73,570.21,1.30
Greedy Search,101304,1000000,True,1.00,53,408.82,16317.00,1.30
Greedy Search,101304,500000,True,1.00,76,267.65,8158.50,1.30
Greedy Search,101304,250000,True,1.00,78,136.72,4079.25,1.30
