algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,scale
Greedy Search,100703,623047,False,0.97,200,1002.93,659041.05,0.70
Greedy Search,100703,624024,False,0.96,200,984.08,660074.49,0.70
Greedy Search,100703,624512,False,0.96,200,994.93,660590.68,0.70
Greedy Search,100703,624756,False,0.96,200,992.90,660848.78,0.70
Greedy Search,100703,624878,True,1.00,70,366.22,660977.83,0.70
Greedy Search,100703,624817,True,1.00,70,364.26,660913.30,0.70
Greedy Search,100703,624787,False,0.96,200,981.80,660881.57,0.70
Greedy Search,100703,624802,False,0.96,200,982.06,660897.44,0.70
Greedy Search,100703,624810,False,0.96,200,992.32,660905.90,0.70
Greedy Search,100703,624814,False,0.96,200,1024.38,660910.13,0.70
Greedy Search,100703,624816,True,1.00,70,365.07,660912.25,0.70
Greedy Search,100703,624815,False,0.96,200,1004.11,660911.19,0.70
Greedy Search,100704,1000000,True,1.00,70,603.96,1053566.00,0.70
Greedy Search,100704,500000,False,0.96,200,818.26,526783.00,0.70
Greedy Search,100704,750000,False,0.96,200,1198.70,790174.50,0.70
Greedy Search,100704,875000,True,1.00,70,519.50,921870.25,0.70
Greedy Search,100704,812500,True,1.00,71,486.88,856022.38,0.70
Greedy Search,100704,781250,True,1.00,70,461.12,823098.44,0.70
Greedy Search,100704,765625,True,1.00,70,451.76,806636.47,0.70
Greedy Search,100704,757813,True,1.00,71,453.56,798406.01,0.70
Greedy Search,100704,753907,True,1.00,71,450.64,794290.78,0.70
Greedy Search,100704,751954,True,1.00,70,444.36,792233.17,0.70
Greedy Search,100704,750977,False,0.96,200,1187.06,791203.83,0.70
Greedy Search,100704,751466,True,1.00,60,385.04,791719.03,0.70
Greedy Search,100704,751222,True,1.00,71,448.32,791461.96,0.70
Greedy Search,100704,751100,True,1.00,60,385.19,791333.42,0.70
Greedy Search,100704,751039,True,1.00,70,443.28,791269.16,0.70
Greedy Search,100704,751008,True,1.00,70,441.75,791236.49,0.70
Greedy Search,100704,750993,False,0.97,200,1186.55,791220.69,0.70
Greedy Search,100704,751001,True,1.00,60,382.77,791229.12,0.70
Greedy Search,100704,750997,True,1.00,60,382.39,791224.91,0.70
Greedy Search,100704,750995,False,0.97,200,1196.80,791222.80,0.70
Greedy Search,100704,750996,False,0.97,200,1210.24,791223.85,0.70
Greedy Search,100800,1000000,False,0.90,200,1895.27,887612.00,0.80
Greedy Search,100801,1000000,False,0.91,200,1896.47,888649.00,0.80
Greedy Search,100802,1000000,False,0.90,200,1903.91,888187.00,0.80
Greedy Search,100803,1000000,False,0.92,200,1883.25,887835.00,0.80
Greedy Search,100804,1000000,False,0.89,200,1900.10,886720.00,0.80
Greedy Search,100900,1000000,False,0.87,200,2073.54,738821.00,0.90
Greedy Search,100901,1000000,False,0.86,200,2063.13,736281.00,0.90
Greedy Search,100902,1000000,False,0.85,200,2089.24,739787.00,0.90
Greedy Search,100903,1000000,False,0.84,200,2137.71,738594.00,0.90
Greedy Search,100904,1000000,False,0.84,200,2080.84,738994.00,0.90
Greedy Search,101000,1000000,False,0.82,200,2221.58,611434.00,1.00
Greedy Search,101001,1000000,False,0.79,200,2238.99,612744.00,1.00
Greedy Search,101002,1000000,False,0.78,200,2274.48,613104.00,1.00
Greedy Search,101003,1000000,False,0.78,200,2253.97,613017.00,1.00
Greedy Search,101004,1000000,False,0.77,200,2235.45,611662.00,1.00
Greedy Search,101100,1000000,False,0.73,200,2418.32,503438.00,1.10
Greedy Search,101101,1000000,False,0.74,200,2367.46,505874.00,1.10
Greedy Search,101102,1000000,False,0.72,200,2410.86,505953.00,1.10
Greedy Search,101103,1000000,False,0.72,200,2433.21,506150.00,1.10
Greedy Search,101104,1000000,False,0.72,200,2423.20,503380.00,1.10
Greedy Search,101200,1000000,False,0.65,200,2490.96,415888.00,1.20
Greedy Search,101201,1000000,False,0.67,200,2484.25,415927.00,1.20
Greedy Search,101202,1000000,False,0.65,200,2490.08,416194.00,1.20
Greedy Search,101203,1000000,False,0.64,200,2536.38,415753.00,1.20
Greedy Search,101204,1000000,False,0.67,200,2510.11,416407.00,1.20
Greedy Search,101300,1000000,False,0.59,200,2593.85,344477.00,1.30
Greedy Search,101301,1000000,False,0.60,200,2619.17,344317.00,1.30
Greedy Search,101302,1000000,False,0.59,200,2640.84,343233.00,1.30
Greedy Search,101303,1000000,False,0.61,200,2587.43,344457.00,1.30
Greedy Search,101304,1000000,False,0.59,200,2610.92,343939.00,1.30
Greedy Search,101400,1000000,False,0.55,200,2704.08,287204.00,1.40
Greedy Search,101401,1000000,False,0.56,200,2670.23,285625.00,1.40
Greedy Search,101402,1000000,False,0.54,200,2691.83,285588.00,1.40
Greedy Search,101403,1000000,False,0.55,200,2730.24,286686.00,1.40
Greedy Search,101404,1000000,False,0.56,200,2691.03,286721.00,1.40
Greedy Search,101500,1000000,False,0.52,200,2781.22,240005.00,1.50
Greedy Search,101501,1000000,False,0.49,200,2756.04,239056.00,1.50
Greedy Search,101502,1000000,False,0.50,200,2796.03,239496.00,1.50
Greedy Search,101503,1000000,False,0.50,200,2804.83,239976.00,1.50
Greedy Search,101504,1000000,False,0.50,200,2770.58,240030.00,1.50
Greedy Search,101600,1000000,False,0.47,200,2824.24,201578.00,1.60
Greedy Search,101601,1000000,False,0.47,200,2858.13,201575.00,1.60
Greedy Search,101602,1000000,False,0.46,200,2872.68,201202.00,1.60
Greedy Search,101603,1000000,False,0.49,200,2808.11,201450.00,1.60
Greedy Search,101604,1000000,False,0.49,200,2814.43,201648.00,1.60
Greedy Search,101700,1000000,False,0.46,200,2946.43,170732.00,1.70
Greedy Search,101701,1000000,False,0.46,200,2883.82,171042.00,1.70
Greedy Search,101702,1000000,False,0.47,200,2880.72,170930.00,1.70
Greedy Search,101703,1000000,False,0.45,200,2939.93,170541.00,1.70
Greedy Search,101704,1000000,False,0.46,200,2880.38,171237.00,1.70
Greedy Search,101800,1000000,False,0.45,200,2964.36,146866.00,1.80
Greedy Search,101801,1000000,False,0.43,200,2938.42,146401.00,1.80
Greedy Search,101802,1000000,False,0.42,200,2981.61,146688.00,1.80
Greedy Search,101803,1000000,False,0.44,200,2963.10,146378.00,1.80
Greedy Search,101804,1000000,False,0.47,200,2947.74,146105.00,1.80
Greedy Search,101900,1000000,False,0.44,200,2972.02,125899.00,1.90
Greedy Search,101901,1000000,False,0.44,200,3007.99,126103.00,1.90
Greedy Search,101902,1000000,False,0.45,200,3008.92,126313.00,1.90
Greedy Search,101903,1000000,False,0.43,200,3011.49,126298.00,1.90
Greedy Search,101904,1000000,False,0.43,200,2995.39,126212.00,1.90
Greedy Search,102000,1000000,False,0.41,200,2994.65,109425.00,2.00
Greedy Search,102001,1000000,False,0.41,200,3051.64,109592.00,2.00
Greedy Search,102002,1000000,False,0.41,200,3028.21,109421.00,2.00
Greedy Search,102003,1000000,False,0.38,200,3055.44,109626.00,2.00
Greedy Search,102004,1000000,False,0.42,200,2987.54,109366.00,2.00
