algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100602,359375,False,0.97,200,521.89,445115.05,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,367188,False,0.96,200,533.80,454792.08,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,371094,False,0.97,200,541.77,459629.98,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,373047,True,1.00,71,206.31,462048.93,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,372071,False,0.96,200,545.64,460840.07,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,372559,False,0.97,200,540.60,461444.50,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,372803,False,0.96,200,541.08,461746.71,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,372925,False,0.97,200,542.15,461897.82,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,372986,False,0.97,200,538.72,461973.37,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,373017,False,0.97,200,536.32,462011.77,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,373032,False,0.96,200,534.68,462030.35,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,373040,False,0.97,200,535.37,462040.26,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,373044,True,1.00,71,202.05,462045.21,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,373042,False,0.97,200,534.88,462042.73,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,373043,True,1.00,71,201.91,462043.97,../../data/gaussian_confusion_matrices/scale_0.60.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100603,1000000,True,1.00,70,565.35,1239419.00,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,500000,True,1.00,70,280.51,619709.50,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,250000,False,0.96,200,388.33,309854.75,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,375000,True,1.00,71,211.93,464782.12,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,312500,True,1.00,71,177.67,387318.44,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,281250,True,1.00,70,157.10,348586.59,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,265625,False,0.96,200,403.18,329220.67,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,273438,False,0.96,200,414.72,338904.25,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,277344,True,1.00,70,153.58,343745.42,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,275391,True,1.00,71,154.96,341324.84,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,274415,False,0.96,200,416.06,340115.16,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,274903,True,1.00,70,149.81,340720.00,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,274659,False,0.96,200,402.76,340417.58,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,274781,False,0.96,200,402.12,340568.79,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,274842,False,0.96,200,400.34,340644.40,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,274873,True,1.00,93,193.00,340682.82,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,274858,True,1.00,87,181.97,340664.23,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,274850,True,1.00,71,150.90,340654.31,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,274846,True,1.00,70,148.85,340649.35,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,274844,False,0.96,200,399.32,340646.88,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100603,274845,False,0.96,200,398.72,340648.12,../../data/gaussian_confusion_matrices/scale_0.60.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100604,1000000,True,1.00,71,574.74,1238498.00,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,500000,True,1.00,70,271.36,619249.00,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,250000,False,0.96,200,371.85,309624.50,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,375000,True,1.00,60,176.85,464436.75,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,312500,True,1.00,71,171.31,387030.62,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,281250,True,1.00,71,154.02,348327.56,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,265625,False,0.96,200,389.31,328976.03,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,273438,False,0.97,200,398.62,338652.42,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,277344,True,1.00,71,151.82,343489.99,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,275391,False,0.96,200,397.70,341071.20,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,276368,False,0.96,200,398.74,342281.22,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,276856,False,0.96,200,402.62,342885.60,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,277100,False,0.96,200,399.52,343187.80,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,277222,True,1.00,70,149.61,343338.89,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,277161,True,1.00,71,151.34,343263.34,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,277131,False,0.96,200,402.34,343226.19,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,277146,False,0.96,200,399.82,343244.77,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,277154,False,0.96,200,399.60,343254.67,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,277158,True,1.00,71,151.31,343259.63,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,277156,False,0.96,200,399.57,343257.15,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100604,277157,True,1.00,71,151.36,343258.39,../../data/gaussian_confusion_matrices/scale_0.60.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100700,1000000,True,1.00,71,611.20,1060146.00,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,500000,False,0.95,200,840.90,530073.00,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,750000,False,0.97,200,1241.98,795109.50,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,875000,True,1.00,70,526.02,927627.75,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,812500,False,0.97,200,1348.31,861368.62,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,843750,True,1.00,71,538.75,894498.19,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,828125,True,1.00,60,450.27,877933.41,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,820313,True,1.00,70,504.02,869651.55,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,816407,True,1.00,70,498.98,865510.62,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,814454,True,1.00,71,503.14,863440.15,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,813477,False,0.97,200,1300.06,862404.39,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,813966,False,0.97,200,1287.04,862922.80,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,814210,True,1.00,71,483.88,863181.47,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,814088,True,1.00,70,476.71,863052.14,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,814027,True,1.00,70,477.42,862987.47,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,813997,False,0.97,200,1282.49,862955.66,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,814012,True,1.00,70,477.32,862971.57,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,814005,False,0.97,200,1282.62,862964.14,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,814009,True,1.00,70,476.84,862968.39,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,814007,True,1.00,70,476.92,862966.27,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100700,814006,True,1.00,70,476.90,862965.20,../../data/gaussian_confusion_matrices/scale_0.70.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100701,1000000,True,1.00,70,598.42,1056579.00,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,500000,False,0.97,200,820.51,528289.50,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,750000,True,1.00,71,476.88,792434.25,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,625000,True,1.00,70,377.06,660361.88,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,562500,True,1.00,71,338.24,594325.69,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,531250,False,0.97,200,851.27,561307.59,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,546875,True,1.00,70,330.08,577816.64,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,539063,True,1.00,70,327.46,569562.65,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,535157,True,1.00,72,335.69,565435.65,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,533204,False,0.97,200,886.80,563372.15,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,534181,False,0.97,200,874.66,564404.43,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,534669,True,1.00,71,328.79,564920.04,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,534425,True,1.00,71,330.79,564662.23,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,534303,True,1.00,71,323.49,564533.33,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,534242,True,1.00,70,317.43,564468.88,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,534212,False,0.97,200,851.51,564437.18,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,534227,True,1.00,70,313.66,564453.03,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,534220,True,1.00,71,317.24,564445.63,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,534216,True,1.00,71,316.88,564441.41,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,534214,True,1.00,71,316.34,564439.29,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100701,534213,True,1.00,71,316.06,564438.24,../../data/gaussian_confusion_matrices/scale_0.70.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100702,1000000,True,1.00,70,603.34,1058713.00,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,500000,False,0.95,200,829.82,529356.50,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,750000,True,1.00,70,463.32,794034.75,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,625000,False,0.97,200,1010.35,661695.62,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,687500,False,0.97,200,1115.63,727865.19,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,718750,True,1.00,60,374.05,760949.97,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,703125,True,1.00,71,426.81,744407.58,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,695313,True,1.00,64,381.87,736136.91,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,691407,False,0.97,200,1103.21,732001.58,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,693360,True,1.00,71,413.30,734069.25,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,692384,False,0.97,200,1100.74,733035.94,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,692872,False,0.97,200,1098.88,733552.59,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,693116,False,0.97,200,1095.24,733810.92,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,693238,False,0.97,200,1092.52,733940.08,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,693299,True,1.00,77,441.52,734004.66,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,693269,False,0.97,200,1092.84,733972.90,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,693284,False,0.97,200,1093.15,733988.78,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,693292,True,1.00,77,441.73,733997.25,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,693288,True,1.00,77,441.58,733993.02,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,693286,False,0.97,200,1097.01,733990.90,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100702,693287,False,0.97,200,1123.71,733991.96,../../data/gaussian_confusion_matrices/scale_0.70.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100703,1000000,True,1.00,60,535.64,1057771.00,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,500000,False,0.96,200,838.93,528885.50,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,750000,True,1.00,71,458.64,793328.25,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,625000,True,1.00,70,375.28,661106.88,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,562500,False,0.96,200,946.37,594996.19,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,593750,False,0.95,200,989.81,628051.53,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,609375,False,0.96,200,991.89,644579.20,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,617188,False,0.96,200,987.61,652843.57,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,621094,False,0.96,200,998.28,656975.22,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,623047,False,0.97,200,1002.93,659041.05,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,624024,False,0.96,200,984.08,660074.49,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,624512,False,0.96,200,994.93,660590.68,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,624756,False,0.96,200,992.90,660848.78,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,624878,True,1.00,70,366.22,660977.83,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,624817,True,1.00,70,364.26,660913.30,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,624787,False,0.96,200,981.80,660881.57,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,624802,False,0.96,200,982.06,660897.44,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,624810,False,0.96,200,992.32,660905.90,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,624814,False,0.96,200,1024.38,660910.13,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,624816,True,1.00,70,365.07,660912.25,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100703,624815,False,0.96,200,1004.11,660911.19,../../data/gaussian_confusion_matrices/scale_0.70.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100704,1000000,True,1.00,70,603.96,1053566.00,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,500000,False,0.96,200,818.26,526783.00,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,750000,False,0.96,200,1198.70,790174.50,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,875000,True,1.00,70,519.50,921870.25,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,812500,True,1.00,71,486.88,856022.38,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,781250,True,1.00,70,461.12,823098.44,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,765625,True,1.00,70,451.76,806636.47,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,757813,True,1.00,71,453.56,798406.01,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,753907,True,1.00,71,450.64,794290.78,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,751954,True,1.00,70,444.36,792233.17,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,750977,False,0.96,200,1187.06,791203.83,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,751466,True,1.00,60,385.04,791719.03,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,751222,True,1.00,71,448.32,791461.96,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,751100,True,1.00,60,385.19,791333.42,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,751039,True,1.00,70,443.28,791269.16,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,751008,True,1.00,70,441.75,791236.49,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,750993,False,0.97,200,1186.55,791220.69,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,751001,True,1.00,60,382.77,791229.12,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,750997,True,1.00,60,382.39,791224.91,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,750995,False,0.97,200,1196.80,791222.80,../../data/gaussian_confusion_matrices/scale_0.70.csv
Greedy Search,100704,750996,False,0.97,200,1210.24,791223.85,../../data/gaussian_confusion_matrices/scale_0.70.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100800,1000000,False,0.90,200,1895.27,887612.00,../../data/gaussian_confusion_matrices/scale_0.80.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100801,1000000,False,0.91,200,1896.47,888649.00,../../data/gaussian_confusion_matrices/scale_0.80.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100802,1000000,False,0.90,200,1903.91,888187.00,../../data/gaussian_confusion_matrices/scale_0.80.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100803,1000000,False,0.92,200,1883.25,887835.00,../../data/gaussian_confusion_matrices/scale_0.80.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100804,1000000,False,0.89,200,1900.10,886720.00,../../data/gaussian_confusion_matrices/scale_0.80.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100900,1000000,False,0.87,200,2073.54,738821.00,../../data/gaussian_confusion_matrices/scale_0.90.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100901,1000000,False,0.86,200,2063.13,736281.00,../../data/gaussian_confusion_matrices/scale_0.90.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100902,1000000,False,0.85,200,2089.24,739787.00,../../data/gaussian_confusion_matrices/scale_0.90.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100903,1000000,False,0.84,200,2137.71,738594.00,../../data/gaussian_confusion_matrices/scale_0.90.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100904,1000000,False,0.84,200,2080.84,738994.00,../../data/gaussian_confusion_matrices/scale_0.90.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101000,1000000,False,0.82,200,2221.58,611434.00,../../data/gaussian_confusion_matrices/scale_1.00.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101001,1000000,False,0.79,200,2238.99,612744.00,../../data/gaussian_confusion_matrices/scale_1.00.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101002,1000000,False,0.78,200,2274.48,613104.00,../../data/gaussian_confusion_matrices/scale_1.00.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101003,1000000,False,0.78,200,2253.97,613017.00,../../data/gaussian_confusion_matrices/scale_1.00.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101004,1000000,False,0.77,200,2235.45,611662.00,../../data/gaussian_confusion_matrices/scale_1.00.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101100,1000000,False,0.73,200,2418.32,503438.00,../../data/gaussian_confusion_matrices/scale_1.10.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101101,1000000,False,0.74,200,2367.46,505874.00,../../data/gaussian_confusion_matrices/scale_1.10.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101102,1000000,False,0.72,200,2410.86,505953.00,../../data/gaussian_confusion_matrices/scale_1.10.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101103,1000000,False,0.72,200,2433.21,506150.00,../../data/gaussian_confusion_matrices/scale_1.10.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101104,1000000,False,0.72,200,2423.20,503380.00,../../data/gaussian_confusion_matrices/scale_1.10.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101200,1000000,False,0.65,200,2490.96,415888.00,../../data/gaussian_confusion_matrices/scale_1.20.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101201,1000000,False,0.67,200,2484.25,415927.00,../../data/gaussian_confusion_matrices/scale_1.20.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101202,1000000,False,0.65,200,2490.08,416194.00,../../data/gaussian_confusion_matrices/scale_1.20.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101203,1000000,False,0.64,200,2536.38,415753.00,../../data/gaussian_confusion_matrices/scale_1.20.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101204,1000000,False,0.67,200,2510.11,416407.00,../../data/gaussian_confusion_matrices/scale_1.20.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101300,1000000,False,0.59,200,2593.85,344477.00,../../data/gaussian_confusion_matrices/scale_1.30.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101301,1000000,False,0.60,200,2619.17,344317.00,../../data/gaussian_confusion_matrices/scale_1.30.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101302,1000000,False,0.59,200,2640.84,343233.00,../../data/gaussian_confusion_matrices/scale_1.30.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101303,1000000,False,0.61,200,2587.43,344457.00,../../data/gaussian_confusion_matrices/scale_1.30.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,101304,1000000,False,0.59,200,2610.92,343939.00,../../data/gaussian_confusion_matrices/scale_1.30.csv
